Position	Mean	SD	End	BG	DataType
985	0.984665057688161	0.0161242570022619	5	Data	mRNA
986	0.98857633895008	0.0163100428622031	5	Data	mRNA
987	0.9875985186346	0.0163295992685127	5	Data	mRNA
988	0.984665057688161	0.0163295992685127	5	Data	mRNA
989	0.977722533448254	0.0160460313770236	5	Data	mRNA
990	0.978798135795282	0.0161242570022619	5	Data	mRNA
991	0.977722533448254	0.0159873621580948	5	Data	mRNA
992	0.975962456880391	0.0159678057517852	5	Data	mRNA
993	0.974691290470267	0.015684237860296	5	Data	mRNA
994	0.973615688123239	0.0139730523082064	5	Data	mRNA
995	0.979775956110762	0.0142077291839215	5	Data	mRNA
996	0.979775956110762	0.0142859548091599	5	Data	mRNA
997	0.984665057688161	0.0144326278564819	5	Data	mRNA
998	0.982709417057201	0.0144032932470175	5	Data	mRNA
999	0.979775956110762	0.0143348458249339	5	Data	mRNA
1000	0.978798135795282	0.0142077291839215	5	Data	mRNA
1001	0.972442303744663	0.0141392817618379	5	Data	mRNA
1002	0.96628203575714	0.013992608714516	5	Data	mRNA
1003	0.959730639643426	0.0132983562905253	5	Data	mRNA
1004	0.957188306823178	0.0133081344936801	5	Data	mRNA
1005	0.949072398204696	0.0129463409769526	5	Data	mRNA
1006	0.954939320097575	0.0131223486337389	5	Data	mRNA
1007	0.956503832602342	0.0133570255094541	5	Data	mRNA
1008	0.962370754495221	0.0137383754324912	5	Data	mRNA
1009	0.961686280274385	0.0138654920735036	5	Data	mRNA
1010	0.957970563075562	0.0136308151977884	5	Data	mRNA
1011	0.958361691201754	0.0135134767599309	5	Data	mRNA
1012	0.960610677927358	0.0134352511346925	5	Data	mRNA
1013	0.959926203706522	0.0135036985567761	5	Data	mRNA
1014	0.956210486507698	0.0133765819157637	5	Data	mRNA
1015	0.956014922444603	0.0133374691031445	5	Data	mRNA
1016	0.953668153687451	0.0132494652747513	5	Data	mRNA
1017	0.957774999012466	0.0141295035586831	5	Data	mRNA
1018	0.961979626369029	0.0151268802804725	5	Data	mRNA
1019	0.968922150608936	0.0168576222388718	5	Data	mRNA
1020	0.969997752955964	0.0169162914578006	5	Data	mRNA
1021	0.974104598280979	0.0171607465366705	5	Data	mRNA
1022	0.965108651378565	0.0169749606767294	5	Data	mRNA
1023	0.96100180605355	0.016945626067265	5	Data	mRNA
1024	0.957383870886274	0.0153713353593425	5	Data	mRNA
1025	0.953472589624355	0.0152637751246397	5	Data	mRNA
1026	0.954352627908287	0.0152833315309493	5	Data	mRNA
1027	0.95757943494937	0.0154495609845809	5	Data	mRNA
1028	0.959241729485686	0.0157429070792248	5	Data	mRNA
1029	0.956699396665438	0.0158015762981536	5	Data	mRNA
1030	0.967553202167264	0.0159678057517852	5	Data	mRNA
1031	0.966184253725592	0.0158406891107728	5	Data	mRNA
1032	0.968042112325004	0.0158602455170824	5	Data	mRNA
1033	0.972051175618471	0.0159580275486304	5	Data	mRNA
1034	0.968433240451196	0.0152344405151753	5	Data	mRNA
1035	0.968433240451196	0.0140121651208256	5	Data	mRNA
1036	0.971464483429183	0.0141783945744571	5	Data	mRNA
1037	0.970095534987512	0.0145401880911847	5	Data	mRNA
1038	0.970388881082156	0.0142077291839215	5	Data	mRNA
1039	0.969802188892868	0.0142272855902311	5	Data	mRNA
1040	0.96774876623036	0.0142566201996955	5	Data	mRNA
1041	0.979775956110762	0.0147455303574354	5	Data	mRNA
1042	0.982709417057201	0.014813977779519	5	Data	mRNA
1043	0.982709417057201	0.0147748649668998	5	Data	mRNA
1044	0.979775956110762	0.014716195747971	5	Data	mRNA
1045	0.977038059227418	0.0143348458249339	5	Data	mRNA
1046	0.977233623290514	0.0146575265290422	5	Data	mRNA
1047	0.975082418596459	0.0145206316848751	5	Data	mRNA
1048	0.972833431870855	0.0145793009038038	5	Data	mRNA
1049	0.969019932640484	0.0144912970754107	5	Data	mRNA
1050	0.968139894356552	0.0146086355132682	5	Data	mRNA
1051	0.973420124060143	0.014862868795293	5	Data	mRNA
1052	0.973517906091691	0.014862868795293	5	Data	mRNA
1053	0.974984636564911	0.014813977779519	5	Data	mRNA
1054	0.981731596741721	0.0146868611385066	5	Data	mRNA
1055	0.9875985186346	0.0148922034047574	5	Data	mRNA
1056	0.98857633895008	0.0147748649668998	5	Data	mRNA
1057	0.980753776426241	0.0144130714501723	5	Data	mRNA
1058	0.976060238911938	0.0143348458249339	5	Data	mRNA
1059	0.977820315479802	0.0144424060596367	5	Data	mRNA
1060	0.975375764691103	0.014618413716423	5	Data	mRNA
1061	0.974397944375623	0.0146575265290422	5	Data	mRNA
1062	0.971464483429183	0.0145304098880299	5	Data	mRNA
1063	0.964913087315469	0.0142370637933859	5	Data	mRNA
1064	0.964717523252373	0.0142761766060051	5	Data	mRNA
1065	0.960904024022002	0.0144619624659463	5	Data	mRNA
1066	0.954450409939835	0.0141881727776119	5	Data	mRNA
1067	0.95611270447615	0.0142468419965407	5	Data	mRNA
1068	0.964815305283921	0.0143935150438627	5	Data	mRNA
1069	0.964130831063085	0.0143250676217791	5	Data	mRNA
1070	0.965793125599401	0.0143739586375531	5	Data	mRNA
1071	0.965401997473209	0.0143544022312435	5	Data	mRNA
1072	0.967064292009524	0.01404149973029	5	Data	mRNA
1073	0.967357638104168	0.01404149973029	5	Data	mRNA
1074	0.971855611555375	0.0143152894186243	5	Data	mRNA
1075	0.973615688123239	0.0142859548091599	5	Data	mRNA
1076	0.970095534987512	0.0142175073870763	5	Data	mRNA
1077	0.972540085776211	0.0143837368407079	5	Data	mRNA
1078	0.975962456880391	0.0142957330123147	5	Data	mRNA
1079	0.972344521713115	0.0143446240280887	5	Data	mRNA
1080	0.970780009208348	0.0142566201996955	5	Data	mRNA
1081	0.981731596741721	0.0143739586375531	5	Data	mRNA
1082	0.982709417057201	0.0143446240280887	5	Data	mRNA
1083	0.980753776426241	0.0140806125429092	5	Data	mRNA
1084	0.984665057688161	0.0144912970754107	5	Data	mRNA
1085	0.984665057688161	0.0146281919195778	5	Data	mRNA
1086	0.98662069831912	0.0148041995763642	5	Data	mRNA
1087	0.98662069831912	0.0147357521542806	5	Data	mRNA
1088	0.98857633895008	0.014716195747971	5	Data	mRNA
1089	0.98857633895008	0.014716195747971	5	Data	mRNA
1090	0.98662069831912	0.0147064175448162	5	Data	mRNA
1091	0.98857633895008	0.0146868611385066	5	Data	mRNA
1092	0.982709417057201	0.0145695227006491	5	Data	mRNA
1093	0.985642878003641	0.0146281919195778	5	Data	mRNA
1094	0.98857633895008	0.0151562148899369	5	Data	mRNA
1095	0.984665057688161	0.0150975456710081	5	Data	mRNA
1096	0.98857633895008	0.0155473430161289	5	Data	mRNA
1097	0.985642878003641	0.0155571212192837	5	Data	mRNA
1098	0.981731596741721	0.0150290982489246	5	Data	mRNA
1099	0.985642878003641	0.0151562148899369	5	Data	mRNA
1100	0.981731596741721	0.0152148841088657	5	Data	mRNA
1101	0.98662069831912	0.0153322225467233	5	Data	mRNA
1102	0.984665057688161	0.0147553085605902	5	Data	mRNA
1103	0.980753776426241	0.0148041995763642	5	Data	mRNA
1104	0.979775956110762	0.014862868795293	5	Data	mRNA
1105	0.974789072501815	0.0148237559826738	5	Data	mRNA
1106	0.977820315479802	0.0148726469984478	5	Data	mRNA
1107	0.977820315479802	0.0148922034047574	5	Data	mRNA
1108	0.973713470154787	0.014911759811067	5	Data	mRNA
1109	0.971073355302992	0.0147944213732094	5	Data	mRNA
1110	0.9682376763881	0.0147748649668998	5	Data	mRNA
1111	0.964619741220825	0.0143055112154695	5	Data	mRNA
1112	0.960415113864262	0.0141979509807667	5	Data	mRNA
1113	0.957383870886274	0.0142077291839215	5	Data	mRNA
1114	0.961295152148193	0.0147357521542806	5	Data	mRNA
1115	0.962566318558317	0.0145890791069586	5	Data	mRNA
1116	0.968824368577388	0.014813977779519	5	Data	mRNA
1117	0.970584445145252	0.0149313162173766	5	Data	mRNA
1118	0.966673163883332	0.0150682110615438	5	Data	mRNA
1119	0.9682376763881	0.0152148841088657	5	Data	mRNA
1120	0.973224559997047	0.0152637751246397	5	Data	mRNA
1121	0.967650984198812	0.0153322225467233	5	Data	mRNA
1122	0.97019331701906	0.0153126661404137	5	Data	mRNA
1123	0.971073355302992	0.0152833315309493	5	Data	mRNA
1124	0.973615688123239	0.0151953277025561	5	Data	mRNA
1125	0.971855611555375	0.0153028879372589	5	Data	mRNA
1126	0.981731596741721	0.0153908917656521	5	Data	mRNA
1127	0.977233623290514	0.0150388764520794	5	Data	mRNA
1128	0.977820315479802	0.0151464366867821	5	Data	mRNA
1129	0.974691290470267	0.0150388764520794	5	Data	mRNA
1130	0.969802188892868	0.0149313162173766	5	Data	mRNA
1131	0.969606624829772	0.014765086763745	5	Data	mRNA
1132	0.975082418596459	0.0153517789530329	5	Data	mRNA
1133	0.982709417057201	0.0154397827814261	5	Data	mRNA
1134	0.978798135795282	0.0153028879372589	5	Data	mRNA
1135	0.98857633895008	0.0164078248937511	5	Data	mRNA
1136	0.993465440527479	0.0165740543473826	5	Data	mRNA
1137	0.98662069831912	0.0166327235663114	5	Data	mRNA
1138	0.9875985186346	0.0167891748167882	5	Data	mRNA
1139	0.98955415926556	0.0169065132546458	5	Data	mRNA
1140	0.9875985186346	0.0167891748167882	5	Data	mRNA
1141	0.981731596741721	0.0167402838010142	5	Data	mRNA
1142	0.979775956110762	0.0164078248937511	5	Data	mRNA
1143	0.975082418596459	0.0161927044243455	5	Data	mRNA
1144	0.97742918735361	0.0163589338779771	5	Data	mRNA
1145	0.970486663113704	0.0161242570022619	5	Data	mRNA
1146	0.978798135795282	0.0162513736432743	5	Data	mRNA
1147	0.983687237372681	0.0162709300495839	5	Data	mRNA
1148	0.97742918735361	0.0162024826275003	5	Data	mRNA
1149	0.976646931101226	0.0161340352054167	5	Data	mRNA
1150	0.973811252186335	0.0162318172369647	5	Data	mRNA
1151	0.971757829523827	0.0162122608306551	5	Data	mRNA
1152	0.972051175618471	0.0163589338779771	5	Data	mRNA
1153	0.973713470154787	0.0165447197379183	5	Data	mRNA
1154	0.970877791239896	0.0163295992685127	5	Data	mRNA
1155	0.964815305283921	0.0161731480180359	5	Data	mRNA
1156	0.969802188892868	0.016652279972621	5	Data	mRNA
1157	0.973224559997047	0.0168282876294074	5	Data	mRNA
1158	0.973028995933951	0.0167402838010142	5	Data	mRNA
1159	0.971855611555375	0.0168087312230978	5	Data	mRNA
1160	0.969019932640484	0.016847844035717	5	Data	mRNA
1161	0.959828421674974	0.0166131671600018	5	Data	mRNA
1162	0.966575381851784	0.0164176030969059	5	Data	mRNA
1163	0.967162074041072	0.0162513736432743	5	Data	mRNA
1164	0.959437293548782	0.0150486546552342	5	Data	mRNA
1165	0.964521959189277	0.0152442187183301	5	Data	mRNA
1166	0.969313278735128	0.0168087312230978	5	Data	mRNA
1167	0.965793125599401	0.0167891748167882	5	Data	mRNA
1168	0.969117714672032	0.0167109491915498	5	Data	mRNA
1169	0.96921549670358	0.0167305055978594	5	Data	mRNA
1170	0.965206433410113	0.0166229453631566	5	Data	mRNA
1171	0.962175190432125	0.016603388956847	5	Data	mRNA
1172	0.9682376763881	0.0166620581757758	5	Data	mRNA
1173	0.971268919366087	0.0166913927852402	5	Data	mRNA
1174	0.963348574810701	0.0161633698148811	5	Data	mRNA
1175	0.958850601359494	0.0164078248937511	5	Data	mRNA
1176	0.95953507558033	0.0164958287221443	5	Data	mRNA
1177	0.961881844337481	0.0165251633316087	5	Data	mRNA
1178	0.961490716211289	0.0164958287221443	5	Data	mRNA
1179	0.95757943494937	0.0163295992685127	5	Data	mRNA
1180	0.961784062305933	0.0159678057517852	5	Data	mRNA
1181	0.951028038835656	0.0148041995763642	5	Data	mRNA
1182	0.953179243529711	0.0148433123889834	5	Data	mRNA
1183	0.956894960728534	0.0150193200457698	5	Data	mRNA
1184	0.962175190432125	0.0151268802804725	5	Data	mRNA
1185	0.960904024022002	0.0151855494994013	5	Data	mRNA
1186	0.966086471694044	0.0154202263751165	5	Data	mRNA
1187	0.965988689662497	0.0155277866098193	5	Data	mRNA
1188	0.961099588085098	0.0154397827814261	5	Data	mRNA
1189	0.965793125599401	0.0155375648129741	5	Data	mRNA
1190	0.961295152148193	0.014911759811067	5	Data	mRNA
1191	0.959241729485686	0.0147748649668998	5	Data	mRNA
1192	0.951419166961847	0.0146281919195778	5	Data	mRNA
1193	0.952103641182683	0.0144619624659463	5	Data	mRNA
1194	0.951125820867204	0.0144619624659463	5	Data	mRNA
1195	0.957286088854726	0.0145108534817203	5	Data	mRNA
1196	0.956503832602342	0.0144717406691011	5	Data	mRNA
1197	0.955917140413055	0.0144912970754107	5	Data	mRNA
1198	0.958263909170206	0.0146379701227326	5	Data	mRNA
1199	0.963446356842249	0.014813977779519	5	Data	mRNA
1200	0.964521959189277	0.014765086763745	5	Data	mRNA
1201	0.973713470154787	0.0149899854363054	5	Data	mRNA
1202	0.972931213902403	0.0149313162173766	5	Data	mRNA
1203	0.966477599820236	0.0149410944205314	5	Data	mRNA
1204	0.971562265460731	0.015058432858389	5	Data	mRNA
1205	0.970291099050608	0.0149508726236862	5	Data	mRNA
1206	0.967455420135716	0.0150290982489246	5	Data	mRNA
1207	0.964130831063085	0.015009541842615	5	Data	mRNA
1208	0.96774876623036	0.0152637751246397	5	Data	mRNA
1209	0.967553202167264	0.015009541842615	5	Data	mRNA
1210	0.969313278735128	0.0153420007498781	5	Data	mRNA
1211	0.964130831063085	0.0152539969214849	5	Data	mRNA
1212	0.968042112325004	0.0152735533277945	5	Data	mRNA
1213	0.969606624829772	0.0153615571561877	5	Data	mRNA
1214	0.965793125599401	0.0152148841088657	5	Data	mRNA
1215	0.963641920905345	0.0151073238741629	5	Data	mRNA
1216	0.966575381851784	0.0149508726236862	5	Data	mRNA
1217	0.967064292009524	0.014911759811067	5	Data	mRNA
1218	0.965988689662497	0.0148041995763642	5	Data	mRNA
1219	0.968139894356552	0.0148824252016026	5	Data	mRNA
1220	0.970780009208348	0.0149508726236862	5	Data	mRNA
1221	0.974202380312527	0.0148335341858286	5	Data	mRNA
1222	0.968335458419648	0.0148041995763642	5	Data	mRNA
1223	0.968628804514292	0.0148335341858286	5	Data	mRNA
1224	0.965499779504757	0.014813977779519	5	Data	mRNA
1225	0.964815305283921	0.0147553085605902	5	Data	mRNA
1226	0.964326395126181	0.0148237559826738	5	Data	mRNA
1227	0.96970440686132	0.0150290982489246	5	Data	mRNA
1228	0.962272972463673	0.0147748649668998	5	Data	mRNA
1229	0.957677216980918	0.0147259739511258	5	Data	mRNA
1230	0.962077408400577	0.0147455303574354	5	Data	mRNA
1231	0.961881844337481	0.0147064175448162	5	Data	mRNA
1232	0.965597561536305	0.0149410944205314	5	Data	mRNA
1233	0.964913087315469	0.0149802072331506	5	Data	mRNA
1234	0.972442303744663	0.0150290982489246	5	Data	mRNA
1235	0.993465440527479	0.024592180934317	5	Data	mRNA
1236	0.995421081158439	0.024738853981639	5	Data	mRNA
1237	0.995421081158439	0.0248757488258062	5	Data	mRNA
1238	1.00422146399776	0.0249735308573541	5	Data	mRNA
1239	1.00813274525968	0.0250713128889021	5	Data	mRNA
1240	1.0071549249442	0.0250322000762829	5	Data	mRNA
1241	1.0071549249442	0.0250224218731281	5	Data	mRNA
1242	1.00422146399776	0.0248268578100322	5	Data	mRNA
1243	1.00617710462872	0.0248561924194966	5	Data	mRNA
1244	1.0071549249442	0.0249148616384254	5	Data	mRNA
1245	1.00813274525968	0.024836636013187	5	Data	mRNA
1246	1.02084440936091	0.0251690949204501	5	Data	mRNA
1247	1.02573351093831	0.0252864333583077	5	Data	mRNA
1248	1.02573351093831	0.0251886513267597	5	Data	mRNA
1249	1.02377787030735	0.0252473205456885	5	Data	mRNA
1250	1.02377787030735	0.0252179859362241	5	Data	mRNA
1251	1.03062261251571	0.0253451025772365	5	Data	mRNA
1252	1.03355607346215	0.0253451025772365	5	Data	mRNA
1253	1.03453389377763	0.0253939935930105	5	Data	mRNA
1254	1.03453389377763	0.0255308884371776	5	Data	mRNA
1255	1.03453389377763	0.0255504448434872	5	Data	mRNA
1256	1.03551171409311	0.0256286704687256	5	Data	mRNA
1257	1.03648953440859	0.0256775614844996	5	Data	mRNA
1258	1.01302184683708	0.0159580275486304	5	Data	mRNA
1259	1.0071549249442	0.015928692939166	5	Data	mRNA
1260	1.01106620620612	0.016026474970714	5	Data	mRNA
1261	1.01106620620612	0.0160460313770236	5	Data	mRNA
1262	1.01106620620612	0.0162513736432743	5	Data	mRNA
1263	1.00911056557516	0.0162220390338099	5	Data	mRNA
1264	1.0022658233668	0.0161927044243455	5	Data	mRNA
1265	0.997376721789398	0.0160069185644044	5	Data	mRNA
1266	0.996398901473918	0.0158700237202372	5	Data	mRNA
1267	0.997376721789398	0.0160069185644044	5	Data	mRNA
1268	0.990531979581039	0.0159580275486304	5	Data	mRNA
1269	0.984665057688161	0.01573312887607	5	Data	mRNA
1270	0.984665057688161	0.0157917980949988	5	Data	mRNA
1271	0.9875985186346	0.0156646814539864	5	Data	mRNA
1272	0.985642878003641	0.016026474970714	5	Data	mRNA
1273	0.984665057688161	0.0159971403612496	5	Data	mRNA
1274	0.974984636564911	0.0155473430161289	5	Data	mRNA
1275	0.980753776426241	0.0162513736432743	5	Data	mRNA
1276	0.981731596741721	0.0161242570022619	5	Data	mRNA
1277	0.979775956110762	0.0160949223927975	5	Data	mRNA
1278	0.980753776426241	0.0162318172369647	5	Data	mRNA
1279	0.979775956110762	0.0163491556748223	5	Data	mRNA
1280	0.982709417057201	0.0168185094262526	5	Data	mRNA
1281	0.975669110785747	0.016701170988395	5	Data	mRNA
1282	0.98662069831912	0.0169847388798842	5	Data	mRNA
1283	0.978798135795282	0.0167891748167882	5	Data	mRNA
1284	0.975473546722651	0.016798953019943	5	Data	mRNA
1285	0.985642878003641	0.0183830219310203	5	Data	mRNA
1286	0.983687237372681	0.0184416911499491	5	Data	mRNA
1287	0.990531979581039	0.0180896758363763	5	Data	mRNA
1288	0.985642878003641	0.016026474970714	5	Data	mRNA
1289	0.985642878003641	0.0158406891107728	5	Data	mRNA
1290	0.982709417057201	0.0158602455170824	5	Data	mRNA
1291	0.985642878003641	0.0160069185644044	5	Data	mRNA
1292	0.984665057688161	0.0157037942666056	5	Data	mRNA
1293	0.98857633895008	0.0158015762981536	5	Data	mRNA
1294	0.994443260842959	0.0166913927852402	5	Data	mRNA
1295	0.994443260842959	0.0168674004420266	5	Data	mRNA
1296	1.00324364368228	0.0169847388798842	5	Data	mRNA
1297	1.01008838589064	0.0172194157555993	5	Data	mRNA
1298	1.0120440265216	0.0172096375524445	5	Data	mRNA
1299	1.01008838589064	0.0171509683335157	5	Data	mRNA
1300	1.01106620620612	0.0171900811461349	5	Data	mRNA
1301	1.01008838589064	0.0166913927852402	5	Data	mRNA
1302	1.00519928431324	0.0163687120811319	5	Data	mRNA
1303	1.00031018273584	0.0163198210653579	5	Data	mRNA
1304	1.00324364368228	0.0165349415347635	5	Data	mRNA
1305	1.00422146399776	0.0166425017694662	5	Data	mRNA
1306	1.01497748746803	0.0169749606767294	5	Data	mRNA
1307	1.0120440265216	0.0170140734893486	5	Data	mRNA
1308	1.01595530778351	0.0173074195839925	5	Data	mRNA
1309	1.01106620620612	0.0171118555208965	5	Data	mRNA
1310	1.00519928431324	0.0170042952861938	5	Data	mRNA
1311	1.00422146399776	0.0170140734893486	5	Data	mRNA
1312	1.00519928431324	0.0171020773177417	5	Data	mRNA
1313	1.00031018273584	0.0169749606767294	5	Data	mRNA
1314	1.00324364368228	0.0169358478641102	5	Data	mRNA
1315	1.00324364368228	0.0177572169291132	5	Data	mRNA
1316	1.00128800305132	0.0176887695070296	5	Data	mRNA
1317	1.00422146399776	0.0172976413808377	5	Data	mRNA
1318	1.00813274525968	0.0172487503650637	5	Data	mRNA
1319	1.0022658233668	0.0172487503650637	5	Data	mRNA
1320	1.00617710462872	0.0171900811461349	5	Data	mRNA
1321	1.0120440265216	0.0176594348975652	5	Data	mRNA
1322	1.00911056557516	0.0176301002881008	5	Data	mRNA
1323	1.00519928431324	0.0181972360710791	5	Data	mRNA
1324	1.00128800305132	0.0180407848206024	5	Data	mRNA
1325	0.990531979581039	0.0173465323966117	5	Data	mRNA
1326	0.993465440527479	0.0174247580218501	5	Data	mRNA
1327	0.992487620211999	0.0174638708344693	5	Data	mRNA
1328	0.990531979581039	0.0173367541934569	5	Data	mRNA
1329	0.98955415926556	0.0172389721619089	5	Data	mRNA
1330	0.98857633895008	0.0165936107536922	5	Data	mRNA
1331	0.9875985186346	0.0166620581757758	5	Data	mRNA
1332	0.9875985186346	0.0167305055978594	5	Data	mRNA
1333	0.993465440527479	0.0168185094262526	5	Data	mRNA
1334	0.98955415926556	0.0166620581757758	5	Data	mRNA
1335	0.981731596741721	0.0165251633316087	5	Data	mRNA
1336	0.979775956110762	0.0162513736432743	5	Data	mRNA
1337	0.97694027719587	0.0162122608306551	5	Data	mRNA
1338	0.983687237372681	0.0164860505189895	5	Data	mRNA
1339	0.993465440527479	0.0169554042704198	5	Data	mRNA
1340	0.98857633895008	0.0171998593492897	5	Data	mRNA
1341	0.985642878003641	0.0169554042704198	5	Data	mRNA
1342	0.98857633895008	0.0174443144281597	5	Data	mRNA
1343	0.98955415926556	0.0173758670060761	5	Data	mRNA
1344	0.991509799896519	0.0175323182565529	5	Data	mRNA
1345	0.990531979581039	0.0174638708344693	5	Data	mRNA
1346	0.984665057688161	0.0175518746628624	5	Data	mRNA
1347	0.98662069831912	0.017766995132268	5	Data	mRNA
1348	0.982709417057201	0.017962559195364	5	Data	mRNA
1349	0.977820315479802	0.0180016720079832	5	Data	mRNA
1350	0.976255802975034	0.0181581232584599	5	Data	mRNA
1351	0.985642878003641	0.018832819276141	5	Data	mRNA
1352	0.982709417057201	0.018735037244593	5	Data	mRNA
1353	0.981731596741721	0.0186568116193546	5	Data	mRNA
1354	0.974495726407171	0.0182265706805435	5	Data	mRNA
1355	0.976451367038131	0.0178941117732804	5	Data	mRNA
1356	0.977820315479802	0.0177963297417324	5	Data	mRNA
1357	0.982709417057201	0.0178452207575064	5	Data	mRNA
1358	0.983687237372681	0.0177865515385776	5	Data	mRNA
1359	0.9875985186346	0.0176398784912556	5	Data	mRNA
1360	0.984665057688161	0.0174638708344693	5	Data	mRNA
1361	0.978798135795282	0.0173758670060761	5	Data	mRNA
1362	0.96970440686132	0.0172096375524445	5	Data	mRNA
1363	0.979775956110762	0.0173171977871473	5	Data	mRNA
1364	0.977820315479802	0.0171900811461349	5	Data	mRNA
1365	0.978798135795282	0.0169651824735746	5	Data	mRNA
1366	0.973811252186335	0.0168282876294074	5	Data	mRNA
1367	0.965304215441661	0.0167598402073238	5	Data	mRNA
1368	0.960904024022002	0.0166327235663114	5	Data	mRNA
1369	0.970780009208348	0.0167402838010142	5	Data	mRNA
1370	0.966184253725592	0.0161047005959523	5	Data	mRNA
1371	0.970291099050608	0.0163100428622031	5	Data	mRNA
1372	0.972051175618471	0.0164176030969059	5	Data	mRNA
1373	0.970584445145252	0.0164860505189895	5	Data	mRNA
1374	0.966086471694044	0.0165447197379183	5	Data	mRNA
1375	0.968139894356552	0.0168576222388718	5	Data	mRNA
1376	0.966477599820236	0.016896735051491	5	Data	mRNA
1377	0.974886854533363	0.0169260696609554	5	Data	mRNA
1378	0.977038059227418	0.0170629645051225	5	Data	mRNA
1379	0.981731596741721	0.0169065132546458	5	Data	mRNA
1380	0.984665057688161	0.0170140734893486	5	Data	mRNA
1381	0.990531979581039	0.0173563105997665	5	Data	mRNA
1382	0.990531979581039	0.0173563105997665	5	Data	mRNA
1383	1.00324364368228	0.0182461270868531	5	Data	mRNA
1384	0.998354542104878	0.0180310066174476	5	Data	mRNA
1385	0.993465440527479	0.0178941117732804	5	Data	mRNA
1386	0.98955415926556	0.0178549989606612	5	Data	mRNA
1387	0.980753776426241	0.0176887695070296	5	Data	mRNA
1388	0.976255802975034	0.0176594348975652	5	Data	mRNA
1389	0.983687237372681	0.0176007656786364	5	Data	mRNA
1390	0.985642878003641	0.0177278823196488	5	Data	mRNA
1391	0.9875985186346	0.0182461270868531	5	Data	mRNA
1392	0.984665057688161	0.0181385668521503	5	Data	mRNA
1393	0.983687237372681	0.017962559195364	5	Data	mRNA
1394	0.993465440527479	0.0182852398994723	5	Data	mRNA
1395	1.00031018273584	0.0183243527120915	5	Data	mRNA
1396	1.00813274525968	0.0190186051360821	5	Data	mRNA
1397	1.00422146399776	0.019028383339237	5	Data	mRNA
1398	1.00911056557516	0.0193510640433453	5	Data	mRNA
1399	1.01302184683708	0.0194879588875125	5	Data	mRNA
1400	1.01693312809899	0.0194879588875125	5	Data	mRNA
1401	1.01008838589064	0.0191946127928685	5	Data	mRNA
1402	1.01106620620612	0.0192141691991781	5	Data	mRNA
1403	1.0071549249442	0.0191554999802493	5	Data	mRNA
1404	1.00813274525968	0.0193510640433453	5	Data	mRNA
1405	1.01106620620612	0.0194390678717385	5	Data	mRNA
1406	1.00617710462872	0.0193510640433453	5	Data	mRNA
1407	1.0022658233668	0.0189892705266178	5	Data	mRNA
1408	1.0071549249442	0.0192435038086425	5	Data	mRNA
1409	0.996398901473918	0.0190186051360821	5	Data	mRNA
1410	0.98955415926556	0.0185688077909614	5	Data	mRNA
1411	0.992487620211999	0.018588364197271	5	Data	mRNA
1412	0.992487620211999	0.0187448154477478	5	Data	mRNA
1413	0.993465440527479	0.0188621538856054	5	Data	mRNA
1414	1.0022658233668	0.0191359435739397	5	Data	mRNA
1415	1.01399966715255	0.0202115459209675	5	Data	mRNA
1416	1.01693312809899	0.0202995497493607	5	Data	mRNA
1417	1.01791094841447	0.0200844292799551	5	Data	mRNA
1418	1.01693312809899	0.0197910831853112	5	Data	mRNA
1419	1.01497748746803	0.0200062036547167	5	Data	mRNA
1420	1.01399966715255	0.0197910831853112	5	Data	mRNA
1421	1.00813274525968	0.0196737447474536	5	Data	mRNA
1422	1.00422146399776	0.0193706204496549	5	Data	mRNA
1423	1.00324364368228	0.0191261653707849	5	Data	mRNA
1424	0.996398901473918	0.0183928001341751	5	Data	mRNA
1425	0.995421081158439	0.0182656834931627	5	Data	mRNA
1426	1.00031018273584	0.0183047963057819	5	Data	mRNA
1427	1.00324364368228	0.0186568116193546	5	Data	mRNA
1428	0.995421081158439	0.0186568116193546	5	Data	mRNA
1429	0.996398901473918	0.018637255213045	5	Data	mRNA
1430	0.990531979581039	0.0182559052900079	5	Data	mRNA
1431	0.991509799896519	0.0182852398994723	5	Data	mRNA
1432	0.996398901473918	0.0185394731814971	5	Data	mRNA
1433	0.999332362420358	0.0185003603688779	5	Data	mRNA
1434	1.00031018273584	0.0186274770098902	5	Data	mRNA
1435	0.995421081158439	0.018637255213045	5	Data	mRNA
1436	0.998354542104878	0.0190088269329274	5	Data	mRNA
1437	1.00813274525968	0.0194781806843577	5	Data	mRNA
1438	1.0120440265216	0.0196248537316796	5	Data	mRNA
1439	1.02084440936091	0.0204657792029923	5	Data	mRNA
1440	1.02182222967639	0.0202995497493607	5	Data	mRNA
1441	1.01693312809899	0.0202115459209675	5	Data	mRNA
1442	1.01008838589064	0.0197617485758468	5	Data	mRNA
1443	1.00617710462872	0.0192239474023329	5	Data	mRNA
1444	1.00911056557516	0.0192923948244165	5	Data	mRNA
1445	1.00422146399776	0.0193803986528097	5	Data	mRNA
1446	1.0022658233668	0.0191652781834041	5	Data	mRNA
1447	0.999332362420358	0.0191652781834041	5	Data	mRNA
1448	1.00031018273584	0.0193021730275713	5	Data	mRNA
1449	1.00519928431324	0.0191652781834041	5	Data	mRNA
1450	1.01399966715255	0.0194879588875125	5	Data	mRNA
1451	1.01791094841447	0.0195955191222152	5	Data	mRNA
1452	1.01497748746803	0.0196933011537632	5	Data	mRNA
