"Year"	"Author"	"Dataset"	"Position"	"X5prime"	"Reads"	"SD"	"Type"	"DataType"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	246	0	0.8225	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	245	0	0.7211	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	244	0	0.876	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	243	0	0.7986	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	242	0	0.8709	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	241	0	0.7803	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	240	0	0.8077	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	239	0	0.8504	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	238	0	0.7455	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	237	0	0.7759	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	236	0	0.7667	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	235	0	0.8319	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	234	0	0.7276	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	233	0	0.8578	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	232	0	0.8414	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	231	0	0.7513	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	230	0	0.8167	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	229	0	0.8443	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	228	0	0.838	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	227	0	0.8184	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	226	0	0.7668	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	225	0	0.856	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	224	0	0.8107	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	223	0	0.8898	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	222	0	0.8203	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	221	0	0.8323	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	220	0	0.8255	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	219	0	0.8145	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	218	0	0.7947	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	217	0	0.8008	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	216	0	0.8494	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	215	0	0.817	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	214	0	0.8171	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	213	0	0.8265	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	212	0	0.7506	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	211	0	0.7491	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	210	0	0.803	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	209	0	0.7526	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	208	0	0.7487	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	207	0	0.7276	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	206	0	0.7604	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	205	0	0.8009	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	204	0	0.756	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	203	0	0.7766	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	202	0	0.8695	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	201	0	0.7261	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	200	0	0.7743	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	199	0	0.7826	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	198	0	0.8279	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	197	0	0.7557	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	196	0	0.7383	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	195	0	0.7521	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	194	0	0.7314	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	193	0	0.8209	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	192	0	0.8046	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	191	0	0.753	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	190	0	0.7893	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	189	0	0.8143	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	188	0	0.8118	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	187	0	0.8008	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	186	0	0.816	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	185	0	0.679	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	184	0	0.7468	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	183	0	0.787	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	182	0	0.7326	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	181	0	0.7217	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	180	0	0.8338	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	179	0	0.7812	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	178	0	0.7122	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	177	0	0.7299	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	176	0	0.7079	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	175	0	0.7691	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	174	0	0.7429	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	173	0	0.7723	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	172	0	0.7138	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	171	0	0.7434	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	170	0	0.7343	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	169	0	0.7453	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	168	0	0.8017	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	167	0	0.7868	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	166	0	0.7826	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	165	0	0.7982	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	164	0	0.7139	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	163	0	0.7991	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	162	0	0.7049	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	161	0	0.7129	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	160	0	0.7174	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	159	0	0.7062	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	158	0	0.7388	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	157	0	0.7139	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	156	0	0.7517	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	155	0	0.7357	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	154	0	0.708	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	153	0	0.7865	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	152	0	0.6911	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	151	0	0.7549	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	150	0	0.6994	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	149	0	0.7459	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	148	0	0.8076	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	147	0	0.7068	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	146	0	0.7018	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	145	0	0.7463	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	144	0	0.7182	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	143	0	0.6251	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	142	0	0.7039	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	141	0	0.7168	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	140	0	0.738	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	139	0	0.7159	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	138	0	0.7058	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	137	0	0.7105	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	136	0	0.71	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	135	0	0.7314	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	134	0	0.7251	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	133	0	0.6862	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	132	0	0.7161	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	131	0	0.7304	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	130	0	0.7366	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	129	0	0.7458	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	128	0	0.7292	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	127	0	0.703	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	126	0	0.7097	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	125	0	0.7248	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	124	0	0.7254	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	123	0	0.7197	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	122	0	0.7211	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	121	0	0.7367	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	120	0	0.6627	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	119	0	0.6942	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	118	0	0.7278	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	117	0	0.676	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	116	0	0.6869	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	115	0	0.703	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	114	0	0.7075	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	113	0	0.6744	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	112	0	0.7021	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	111	0	0.6708	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	110	0	0.7024	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	109	0	0.6707	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	108	0	0.6658	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	107	0	0.6552	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	106	0	0.7048	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	105	0	0.7003	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	104	0	0.6775	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	103	0	0.6671	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	102	0	0.6987	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	101	0	0.7567	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	100	0	0.6666	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	99	0	0.6917	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	98	0	0.6971	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	97	0	0.7125	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	96	0	0.6805	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	95	0	0.7252	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	94	0	0.7526	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	93	0	0.6932	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	92	0	0.6666	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	91	0	0.6649	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	90	0	0.6809	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	89	0	0.6541	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	88	0	0.7025	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	87	0	0.6654	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	86	0	0.6458	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	85	0	0.7334	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	84	0	0.7528	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	83	0	0.7268	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	82	0	0.7235	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	81	0	0.6945	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	80	0	0.6957	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	79	0	0.6503	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	78	0	0.644	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	77	0	0.7279	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	76	0	0.6488	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	75	0	0.6192	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	74	0	0.6491	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	73	0	0.6695	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	72	0	0.6405	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	71	0	0.6735	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	70	0	0.6455	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	69	0	0.7298	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	68	0	0.6652	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	67	0	0.6602	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	66	0	0.6552	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	65	0	0.6262	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	64	0	0.6641	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	63	0	0.6969	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	62	0	0.6893	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	61	0	0.6763	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	60	0	0.6325	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	59	0	0.6778	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	58	0	0.6585	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	57	0	0.6798	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	56	0	0.6589	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	55	0	0.6339	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	54	0	0.6625	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	53	0	0.6541	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	52	0	0.6375	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	51	0	0.6206	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	50	0	0.6604	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	49	0	0.6639	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	48	0	0.6304	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	47	0	0.6098	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	46	0	0.6527	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	45	0	0.6702	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	44	0	0.6248	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	43	0	0.679	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	42	0	0.6665	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	41	0	0.6018	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	40	0	0.6515	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	39	0	0.6842	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	38	0	0.6391	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	37	0	0.6368	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	36	0	0.6711	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	35	0	0.6263	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	34	0	0.6189	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	33	0	0.6505	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	32	0	0.6258	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	31	0	0.5976	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	30	0	0.6212	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	29	0	0.6194	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	28	0	0.6687	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	27	0	0.6673	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	26	0	0.6282	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	25	0	0.6233	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	24	0	0.6347	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	23	0	0.6839	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	22	0	0.5919	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	21	0	0.6605	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	20	0	0.6156	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	19	0	0.6417	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	18	0	0.6315	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	17	0	0.6473	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	16	0	0.7236	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	15	0	0.6557	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	14	0	0.6447	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	13	0	0.6975	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	12	0	0.686	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	11	0	0.6676	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	10	0	0.6707	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	9	0	0.6122	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	8	0	0.7299	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	7	0	0.6241	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	6	0	0.6635	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	5	0	0.6595	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	4	0	0.621	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	3	0	0.6576	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	2	0	0.6715	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	1	0	0.6156	0	100	"RPF"
"2015"	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"	0	0	0.2129	0	100	"RPF"
"All"	"All"	"All"	499	0	1.0113	0	1	"RPF"
"All"	"All"	"All"	498	0	0.9956	0	1	"RPF"
"All"	"All"	"All"	497	0	0.9796	0	1	"RPF"
"All"	"All"	"All"	496	0	1.0506	0	1	"RPF"
"All"	"All"	"All"	495	0	1.0171	0	1	"RPF"
"All"	"All"	"All"	494	0	0.9956	0	1	"RPF"
"All"	"All"	"All"	493	0	1.016	0	1	"RPF"
"All"	"All"	"All"	492	0	0.9951	0	1	"RPF"
"All"	"All"	"All"	491	0	1.0471	0	1	"RPF"
"All"	"All"	"All"	490	0	1.0489	0	1	"RPF"
"All"	"All"	"All"	489	0	0.9755	0	1	"RPF"
"All"	"All"	"All"	488	0	1.0412	0	1	"RPF"
